EXCEEDANCE_ID,WELL_TEST_ID,EXCEEDANCE_REQUIRED,NOTIFICATION_DATE,NOTIFICATION_METHOD,CREATE_TIMESTAMP,CREATE_USERID
106468,9102,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106470,12831,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106472,6530,Yes,2010-10-12,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106474,6531,Yes,2010-10-07,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106476,9103,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106478,11754,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106480,12832,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106482,7486,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106484,11212,Yes,2010-09-30,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106486,10588,Yes,2010-10-05,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106488,11141,Yes,2010-10-05,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106490,10837,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106492,9469,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106494,10735,Yes,2010-10-01,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106496,11855,Yes,2010-10-01,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106498,12862,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106500,10838,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106502,11213,Yes,2010-08-30,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106504,12031,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106506,11755,Yes,2010-08-30,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106508,5575,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106510,11225,Yes,2010-08-30,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106512,5576,Yes,2010-08-30,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106514,10589,Yes,2010-08-30,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106516,10839,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106518,7487,Yes,2010-08-31,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106520,7488,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106522,10736,Yes,2010-08-30,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106524,12032,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106526,11756,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106528,10737,Yes,2010-08-30,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106530,10840,Yes,2010-08-30,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106532,9911,Yes,2010-08-31,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106534,7489,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106536,11142,Yes,2010-10-06,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106538,12178,Yes,2010-09-22,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106540,11214,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106542,10590,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106544,11807,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106546,5577,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106548,12863,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106550,9470,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106552,6532,Yes,2010-10-07,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106554,11268,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106556,11808,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106558,11143,Yes,2010-10-07,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106560,12179,Yes,2010-10-07,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106562,9985,Yes,2010-10-07,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106564,11226,Yes,2010-10-07,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106566,9104,Yes,2010-08-25,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106568,11227,Yes,2010-09-15,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106570,10841,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106572,12833,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106574,11809,Yes,2010-10-13,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106576,6533,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106578,11757,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106580,12864,Yes,2010-09-01,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106582,12033,Yes,2010-10-13,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106584,11269,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106586,11810,Yes,2010-08-31,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106588,5578,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106590,12865,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106592,9986,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106594,12834,Yes,,,2011-10-20 10:38:47.710000000,CONVERSION
106596,11228,Yes,,,2011-10-20 10:38:47.710000000,CONVERSION
106598,11811,Yes,2010-10-12,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106600,7490,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106602,12835,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106604,6534,Yes,2010-10-12,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106606,11270,Yes,2010-10-12,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106608,10842,Yes,2010-10-12,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106610,9601,Yes,2010-10-12,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106612,11758,Yes,2010-10-13,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106614,12034,Yes,2010-09-22,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106616,11229,Yes,2010-09-22,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106618,11230,Yes,2010-10-20,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106620,11812,Yes,,,2011-10-20 10:38:47.710000000,CONVERSION
106622,11271,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106624,7491,Yes,,,2011-10-20 10:38:47.710000000,CONVERSION
106626,12836,Yes,2010-10-20,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106628,9912,Yes,2010-10-20,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106630,11215,Yes,2010-10-20,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106636,6577,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106638,9471,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106640,10591,Yes,2010-10-21,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106642,11216,Yes,2010-10-20,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106644,6535,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106646,11272,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106648,7492,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106650,9987,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106652,7493,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106654,9105,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106656,12877,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106658,5579,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106660,9106,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106662,9107,Yes,2010-09-22,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106664,5580,Yes,2010-10-20,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106666,9988,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106668,12035,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106670,6578,Yes,2010-10-12,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106672,9108,Yes,2010-10-21,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106674,11813,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106676,9690,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106678,9691,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106680,6924,Yes,2010-10-14,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106682,6925,Yes,2010-10-14,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106684,9472,Yes,2010-10-14,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106686,6926,Yes,2010-10-15,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106688,9602,Yes,2010-10-18,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106690,10843,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106692,12866,Yes,2010-10-18,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106694,7494,Yes,2010-10-18,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106696,11856,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106698,11857,Yes,2010-09-20,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106700,9692,Yes,2010-09-05,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106702,9473,Yes,2010-09-15,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106704,11217,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106706,6927,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106708,10844,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106710,9109,Yes,2010-09-01,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106712,5581,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106714,12036,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106716,11273,Yes,2010-09-15,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106718,12037,Yes,2010-08-31,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106720,9474,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106722,10738,Yes,2010-08-31,,2011-10-20 10:38:47.710000000,CONVERSION
106724,12867,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106726,11231,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106728,9913,Yes,2010-08-31,,2011-10-20 10:38:47.710000000,CONVERSION
106730,11274,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106732,11275,Yes,2010-10-25,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106734,11276,Yes,2010-10-25,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106736,9110,Yes,2010-10-25,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106738,6928,Yes,2010-11-08,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106740,11759,Yes,2010-10-25,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106742,11277,Yes,2010-10-04,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106744,9111,Yes,2010-10-22,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106746,11218,Yes,2010-11-04,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106748,12180,Yes,2010-10-25,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106750,6929,Yes,2010-10-25,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106752,6930,Yes,2010-11-04,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106754,9693,Yes,2010-11-04,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106756,7495,Yes,2010-11-04,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106758,11814,Yes,2010-11-08,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106760,9475,Yes,2010-10-27,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106762,9989,Yes,2010-10-25,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106764,7496,Yes,2010-10-27,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106766,12868,Yes,2010-10-25,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106768,12869,Yes,2010-11-09,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106770,6931,Yes,2010-11-08,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106772,11815,Yes,2010-11-09,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106774,11816,Yes,2010-11-09,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106776,9990,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106778,12038,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106780,11760,Yes,2010-11-03,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106782,11761,Yes,2010-11-03,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106784,6932,Yes,2010-11-09,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106786,12878,Yes,2010-10-20,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106788,10739,Yes,2010-09-14,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106792,10740,Yes,2010-09-14,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106794,11762,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106796,5582,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106798,10592,Yes,2010-03-01,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106800,9694,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106802,11232,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106804,11763,Yes,2010-03-01,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106806,11233,Yes,2010-03-01,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106808,11817,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106810,11818,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106812,9476,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106814,10845,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106816,5583,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106818,11219,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106820,10846,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106822,11220,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106824,5584,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106826,11858,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106828,10593,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106830,12039,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106832,6933,Yes,2010-03-01,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106834,12870,Yes,2010-03-01,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106836,11278,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106838,9914,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106840,9603,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106842,7497,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106844,9991,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106846,12879,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106848,12040,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106850,9604,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106854,11859,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106860,5585,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106862,7498,Yes,2010-11-16,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106864,11860,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106866,10595,Yes,2010-09-08,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106870,10465,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106872,9605,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106874,10596,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106876,6580,Yes,2010-11-09,Phone,2011-10-20 10:38:47.710000000,CONVERSION
106878,9477,Yes,2010-11-16,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106880,11861,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106884,11279,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106890,12181,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106896,10597,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106902,9112,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106904,12880,Yes,2010-10-14,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106906,12881,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106908,10466,Yes,2010-09-08,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106910,5586,Yes,2010-09-17,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106914,10686,Yes,2010-10-14,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106916,12182,Yes,2010-11-23,Letter,2011-10-20 10:38:47.710000000,CONVERSION
106932,6581,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106934,9478,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106942,12041,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106944,11819,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106946,7500,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106950,11222,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106954,11234,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106956,6582,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106958,9915,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106960,9606,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106962,9113,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106964,5587,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106966,9607,Yes,2010-09-22,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106968,11235,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106970,12883,Yes,2010-10-22,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106972,12884,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106974,7723,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106976,11820,Yes,2010-10-20,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106978,12183,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106980,10687,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106982,9114,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106984,11144,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106986,9608,Yes,2010-11-10,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106988,10741,Yes,2010-11-10,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
106990,10598,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106992,12042,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106994,10688,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106996,12043,No,,,2011-10-20 10:38:47.710000000,CONVERSION
106998,10599,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107000,11236,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107002,11280,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107004,11821,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107006,7724,Yes,2010-09-22,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107008,10847,Yes,2010-09-22,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107010,10742,Yes,2010-09-22,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107012,10467,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107014,11495,Yes,2010-09-10,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107016,9115,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107018,11862,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107020,9479,Yes,,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107022,11822,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107024,6934,Yes,2010-09-15,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107026,12872,Yes,2010-09-15,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107028,11145,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107030,9480,Yes,2010-09-28,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107032,11823,Yes,2010-10-01,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107034,12184,Yes,2010-11-22,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107036,12873,Yes,2010-10-25,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107038,12185,Yes,2010-10-25,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107040,6583,Yes,2010-11-22,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107042,12186,Yes,2010-11-22,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107044,11281,Yes,2010-11-19,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107046,7725,Yes,2010-11-18,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107048,11824,Yes,2010-10-25,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107050,10689,Yes,2010-10-25,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107052,9116,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107054,11496,Yes,2010-11-17,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107056,12187,Yes,2010-10-12,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107058,12874,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107060,10690,Yes,2010-10-20,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107062,10600,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107064,10848,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107066,6935,Yes,2010-10-21,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107068,12875,Yes,2010-10-21,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107070,9916,Yes,2010-10-20,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107072,12885,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107074,9117,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107076,7726,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107078,7727,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107080,11497,Yes,2010-09-30,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107082,9481,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107084,9118,Yes,2010-09-30,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107086,11237,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107088,7728,Yes,2010-11-17,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107090,11498,Yes,2010-11-17,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107092,10743,Yes,2010-11-15,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107094,10691,Yes,2010-11-15,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107096,12876,Yes,2010-11-16,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107098,11238,Yes,2010-10-12,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107100,11282,Yes,2010-11-15,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107102,6936,Yes,2010-11-16,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107104,9609,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107106,11146,Yes,2010-09-28,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107108,12044,Yes,2010-09-28,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107110,10849,Yes,2010-10-12,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107112,9917,Yes,2010-10-12,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107114,10801,Yes,2010-10-12,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107116,11825,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107118,9610,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107120,11499,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107122,9611,Yes,2010-09-28,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107124,11147,Yes,2010-10-01,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107126,11283,Yes,2010-11-10,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107128,11764,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107130,9482,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107132,12913,Yes,2010-09-28,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107134,9918,Yes,2010-09-28,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107136,10802,Yes,2010-09-28,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107138,10850,Yes,2010-09-28,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107140,10803,Yes,2010-11-10,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107142,10081,Yes,2010-11-10,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107144,5588,Yes,2010-11-08,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107146,11284,Yes,2010-09-28,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107148,11239,Yes,2010-09-28,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107150,12188,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107152,12914,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107154,6584,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107156,6585,Yes,2010-09-19,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107158,10804,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107160,12915,Yes,2010-09-28,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107162,5589,Yes,2010-10-30,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107164,11765,Yes,2010-10-30,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107166,9919,Yes,2010-10-30,Letter,2011-10-20 10:38:47.710000000,CONVERSION
107168,6586,Yes,2010-10-01,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107170,10468,Yes,2010-09-20,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107172,9920,Yes,2010-09-24,Phone,2011-10-20 10:38:47.710000000,CONVERSION
107174,11500,Yes,2010-09-17,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107176,10744,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107178,9483,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107180,9119,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107182,11501,Yes,2010-09-17,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107184,11148,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107186,11285,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107188,10469,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107190,11240,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107192,12916,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107194,9484,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107196,6587,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107198,12045,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107200,11766,No,,,2011-10-20 10:38:47.710000000,CONVERSION
107202,9485,Yes,2010-11-29,A combination of the above,2011-10-20 10:38:47.710000000,CONVERSION
107204,11863,No,,,2011-10-20 10:38:47.710000000,CONVERSION
