WELL_OWNER_ID,WELL_ID,OWNER_POST_CODE,OWNER_COUNTRY,OWNER_PROVINCE,OWNER_CITY,OCCUPANT_POST_CODE,OCCUPANT_CITY,CREATE_TIMESTAMP
1184013,11742,T4L 2N4,Canada,Alberta,Lacombe,,,2011-10-20 10:38:47.710000000
1184015,4359,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184017,4360,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184019,4361,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184021,4362,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184023,11006,T0M 020,Canada,Alberta,Huxley,,,2011-10-20 10:38:47.710000000
1184025,9383,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184027,4364,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184029,10678,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184031,4365,T0C 1G0,Canada,Alberta,Erskine,,,2011-10-20 10:38:47.710000000
1184033,4366,T0J 0Y3,Canada,Alberta,Drumheller,,,2011-10-20 10:38:47.710000000
1184035,8703,T0J 0Y0,Canada,Alberta,Drumheller,,,2011-10-20 10:38:47.710000000
1184037,9152,T0C 1G0,Canada,Alberta,Erskine,,,2011-10-20 10:38:47.710000000
1184039,11007,T0C 2L0,Canada,Alberta,Stettler,,,2011-10-20 10:38:47.710000000
1184041,4367,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184043,4368,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184045,9384,T0J 2V0,Canada,Alberta,Rosedale,,,2011-10-20 10:38:47.710000000
1184047,4369,T0J 2V0,Canada,Alberta,Rosedale,,,2011-10-20 10:38:47.710000000
1184049,4370,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184051,11743,T0J 0V0,Canada,Alberta,Dalemead,,,2011-10-20 10:38:47.710000000
1184053,4371,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184055,4372,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184057,4373,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184059,11009,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184061,9385,T0J 0M0,Canada,Alberta,Carseland,,,2011-10-20 10:38:47.710000000
1184063,4377,T0J 0M0,Canada,Alberta,Carseland,,,2011-10-20 10:38:47.710000000
1184065,4378,T0M 2A0,Canada,Alberta,Three Hills,,,2011-10-20 10:38:47.710000000
1184067,4379,T0M 0L0,Canada,Alberta,Carbon,,,2011-10-20 10:38:47.710000000
1184069,4380,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184071,11010,T0J 0M0,Canada,Alberta,Carseland,,,2011-10-20 10:38:47.710000000
1184073,4381,T0C 1G0,Canada,Alberta,Erskine,,,2011-10-20 10:38:47.710000000
1184075,8707,T0C 2L0,Canada,Alberta,Stettler,,,2011-10-20 10:38:47.710000000
1184077,9386,T0C 2L0,Canada,Alberta,Stettler,,,2011-10-20 10:38:47.710000000
1184079,11744,T0C 2L0,Canada,Alberta,Stettler,,,2011-10-20 10:38:47.710000000
1184081,4382,T0C 2L0,Canada,Alberta,Stettler,,,2011-10-20 10:38:47.710000000
1184083,4383,T0C 2L0,Canada,Alberta,Stettler,,,2011-10-20 10:38:47.710000000
1184085,11109,T0C 1C0,Canada,Alberta,Erskine,,,2011-10-20 10:38:47.710000000
1184087,11110,T0C 1G0,Canada,Alberta,Erskine,,,2011-10-20 10:38:47.710000000
1184089,4384,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184091,4385,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184093,4386,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184095,11111,T0M 0V0,Canada,Alberta,Delburne,,,2011-10-20 10:38:47.710000000
1184097,4387,T0M 0V0,Canada,Alberta,Delburne,,,2011-10-20 10:38:47.710000000
1184099,4388,T4G 1T7,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184101,4389,T4L 2N4,Canada,Alberta,Lacombe,,,2011-10-20 10:38:47.710000000
1184103,11112,T0C 2N0,Canada,Alberta,Tees,,,2011-10-20 10:38:47.710000000
1184105,4396,T4L 1W7,Canada,Alberta,Lacombe,,,2011-10-20 10:38:47.710000000
1184107,4397,T4L 4N5,Canada,Alberta,Lacombe,,,2011-10-20 10:38:47.710000000
1184109,4398,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184111,10330,T4L 2N4,Canada,Alberta,Lacombe,,,2011-10-20 10:38:47.710000000
1184113,11113,T2V 1A3,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1184115,10548,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184117,4672,T4L 2N4,Canada,Alberta,Lacombe,,,2011-10-20 10:38:47.710000000
1184119,11114,T9A 1W9,Canada,Alberta,Wetaskiwin,,,2011-10-20 10:38:47.710000000
1184121,4674,T4G 1T7,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184123,11745,T9A 1W9,Canada,Alberta,Wetaskiwin,,,2011-10-20 10:38:47.710000000
1184125,11115,T9A 1W9,Canada,Alberta,Wetaskiwin,,,2011-10-20 10:38:47.710000000
1184127,10455,T9A 1W9,Canada,Alberta,Wetaskiwin,,,2011-10-20 10:38:47.710000000
1184129,4689,T0B 3L0,Canada,Alberta,New Norway,,,2011-10-20 10:38:47.710000000
1184131,4690,T0B 3L0,Canada,Alberta,New Norway,,,2011-10-20 10:38:47.710000000
1184133,11116,T9A 1W9,Canada,Alberta,Wetaskiwin,,,2011-10-20 10:38:47.710000000
1184135,11117,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184137,9417,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184139,4692,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184141,4693,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184143,4694,T0M 1R0,Canada,Alberta,Penhold,,,2011-10-20 10:38:47.710000000
1184145,4695,T0C 2J0,Canada,Alberta,Rimbey,,,2011-10-20 10:38:47
1184147,9158,T0C 2N0,Canada,Alberta,Tees,,,2011-10-20 10:38:47.710000000
1184149,11118,T4L 1W7,Canada,Alberta,Lacombe,,,2011-10-20 10:38:47.710000000
1184151,9526,T4L 2N5,Canada,Alberta,Lacombe,,,2011-10-20 10:38:47.710000000
1184153,4705,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184155,11119,T0B 3L0,Canada,Alberta,New Norway,,,2011-10-20 10:38:47.710000000
1184157,11120,T0B 3L0,Canada,Alberta,New Norway,,,2011-10-20 10:38:47.710000000
1184159,579,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184161,580,T9A 3S3,Canada,Alberta,Wetaskiwin,,,2011-10-20 10:38:47.710000000
1184163,581,T0B 3L0,Canada,Alberta,New Norway,,,2011-10-20 10:38:47.710000000
1184165,10549,T0M 1R0,Canada,Alberta,Penhold,,,2011-10-20 10:38:47.710000000
1184167,582,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184169,8413,T0M 1R0,Canada,Alberta,Penhold,,,2011-10-20 10:38:47.710000000
1184171,8883,T0M 1R0,Canada,Alberta,Penhold,,,2011-10-20 10:38:47.710000000
1184173,11121,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184175,583,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184177,590,T0M 1R0,Canada,Alberta,Penhold,,,2011-10-20 10:38:47.710000000
1184179,592,T2C 3W6,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1184181,11122,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184183,11123,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184185,8818,T4G 1T7,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184187,1280,T9A 1W8,Canada,Alberta,Wetaskiwin,,,2011-10-20 10:38:47.710000000
1184189,11124,T0C 2L0,Canada,Alberta,Stettler,,,2011-10-20 10:38:47.710000000
1184191,1281,T0K 2E0,Canada,Alberta,Sterling,,,2011-10-20 10:38:47.710000000
1184193,1282,T0L 1R0,Canada,Alberta,Nanton,,,2011-10-20 10:38:47.710000000
1184195,1283,T0K 2S0,Canada,Alberta,Raymond,,,2011-10-20 10:38:47.710000000
1184197,11125,T0L 1Z0,Canada,Alberta,Stavely,,,2011-10-20 10:38:47.710000000
1184199,1284,T0L 0R0,Canada,Alberta,Champion,,,2011-10-20 10:38:47.710000000
1184201,1285,T0L 2B0,Canada,Alberta,Vulcan,,,2011-10-20 10:38:47.710000000
1184203,8819,T0L 0L0,Canada,Alberta,Brant,,,2011-10-20 10:38:47.710000000
1184205,1286,T0B 3L0,Canada,Alberta,New Norway,,,2011-10-20 10:38:47.710000000
1184207,1287,T0J 0Y0,Canada,Alberta,Drumheller,,,2011-10-20 10:38:47.710000000
1184209,8897,T0M 0A0,Canada,Alberta,Acme,,,2011-10-20 10:38:47.710000000
1184211,11126,T0M 0A0,Canada,Alberta,Acme,,,2011-10-20 10:38:47.710000000
1184213,1288,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184215,10317,T4J 1R1,Canada,Alberta,Ponoka,,,2011-10-20 10:38:47.710000000
1184217,1289,T9A 1X2,Canada,Alberta,Wetaskiwin,,,2011-10-20 10:38:47.710000000
1184219,1290,T9A 1X2,Canada,Alberta,Wetaskiwin,,,2011-10-20 10:38:47.710000000
1184221,11378,T9A 1X2,Canada,Alberta,Wetaskiwin,,,2011-10-20 10:38:47.710000000
1184223,8820,T4J 1R2,Canada,Alberta,Ponoka,,,2011-10-20 10:38:47.710000000
1184225,11127,T4J 1R2,Canada,Alberta,Ponoka,,,2011-10-20 10:38:47.710000000
1184227,1291,T4E 1B8,Canada,Alberta,Red Deer Co,,,2011-10-20 10:38:47.710000000
1184229,1292,T4N 5E2,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184231,1293,T4N 5E2,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184233,1295,T4N 5E2,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184235,8821,T4L 2N2,Canada,Alberta,Lacombe,,,2011-10-20 10:38:47.710000000
1184237,1296,T0J 2Y0,Canada,Alberta,Rumsey,,,2011-10-20 10:38:47.710000000
1184239,1297,T4G 1T7,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184241,1298,T4N 5E2,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184243,11129,T4J 1R2,Canada,Alberta,Ponoka,,,2011-10-20 10:38:47.710000000
1184245,1299,T4J 1R3,Canada,Alberta,Ponoka,,,2011-10-20 10:38:47.710000000
1184247,10320,T4J 1R3,Canada,Alberta,Ponoka,,,2011-10-20 10:38:47.710000000
1184249,1300,T4J 1R2,Canada,Alberta,Ponoka,,,2011-10-20 10:38:47.710000000
1184251,11474,T4J 1R2,Canada,Alberta,Ponoka,,,2011-10-20 10:38:47.710000000
1184253,10440,T9A 1X2,Canada,Alberta,Wetaskiwin,,,2011-10-20 10:38:47.710000000
1184255,11130,T0J 2B0,Canada,Alberta,Morrin,,,2011-10-20 10:38:47.710000000
1184257,1301,T0J 2B0,Canada,Alberta,Morrin,,,2011-10-20 10:38:47.710000000
1184259,8823,T0B 3L0,Canada,Alberta,New Norway,,,2011-10-20 10:38:47.710000000
1184261,1302,T0B 3L0,Canada,Alberta,New Norway,,,2011-10-20 10:38:47.710000000
1184263,1303,T4N 5E3,Canada,Alberta,Red Deer Co,,,2011-10-20 10:38:47.710000000
1184265,11131,T0M 1R0,Canada,Alberta,Penhold,,,2011-10-20 10:38:47.710000000
1184267,1304,T4E 1C1,Canada,Alberta,Red Deer Co,,,2011-10-20 10:38:47.710000000
1184269,1306,T0J 2V0,Canada,Alberta,Rosedale,,,2011-10-20 10:38:47.710000000
1184271,1307,T0J 2V0,Canada,Alberta,Rosedale,,,2011-10-20 10:38:47.710000000
1184273,8824,T0J 0G0,Canada,Alberta,Big Valley,,,2011-10-20 10:38:47.710000000
1184275,11132,T4G 1T7,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184277,1308,T4G 1T7,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184279,11133,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184281,1309,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184283,1310,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184285,11134,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184287,1311,T0M 0V0,Canada,Alberta,Delburne,,,2011-10-20 10:38:47.710000000
1184289,1312,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184291,1313,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184293,11475,T4M 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184295,1319,T4M 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184297,11135,T0C 1G0,Canada,Alberta,Erskine,,,2011-10-20 10:38:47.710000000
1184299,11136,T4L 2N4,Canada,Alberta,Lacombe,,,2011-10-20 10:38:47.710000000
1184301,8898,T0J 0G0,Canada,Alberta,Big Valley,,,2011-10-20 10:38:47.710000000
1184303,1320,T0J 2Y0,Canada,Alberta,Rumsey,,,2011-10-20 10:38:47.710000000
1184305,1321,T4E 1B8,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184307,1322,T4E 1B8,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184309,11247,T4E 1B8,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184311,1323,T4E 1B8,Canada,Alberta,Red Deer Co,,,2011-10-20 10:38:47.710000000
1184313,1324,T4E 1B8,Canada,Alberta,Red Deer Co,,,2011-10-20 10:38:47.710000000
1184315,8826,T0M 1R0,Canada,Alberta,Penhold,,,2011-10-20 10:38:47.710000000
1184317,1326,T0M 1K0,Canada,Alberta,Lousana,,,2011-10-20 10:38:47.710000000
1184319,11248,T0B 1M0,Canada,Alberta,Ferintosh,,,2011-10-20 10:38:47.710000000
1184321,1327,T0M 1S0,Canada,Alberta,Pine Lake,,,2011-10-20 10:38:47.710000000
1184323,1328,T0M 1S0,Canada,Alberta,Pine Lake,,,2011-10-20 10:38:47.710000000
1184325,11476,T0B 1M0,Canada,Alberta,Ferintosh,,,2011-10-20 10:38:47.710000000
1184327,8827,T0C 2L0,Canada,Alberta,Stettler,,,2011-10-20 10:38:47.710000000
1184329,11249,T0C 2L0,Canada,Alberta,Stettler,,,2011-10-20 10:38:47.710000000
1184331,1330,T0L 2B0,Canada,Alberta,Vulcan,,,2011-10-20 10:38:47.710000000
1184333,1331,T4J 1R2,Canada,Alberta,Ponoka,,,2011-10-20 10:38:47.710000000
1184335,10321,T4J 1R1,Canada,Alberta,Ponoka,,,2011-10-20 10:38:47.710000000
1184337,1332,T4L 2N4,Canada,Alberta,Lacombe,,,2011-10-20 10:38:47.710000000
1184339,11250,T0M 1R0,Canada,Alberta,Penhold,,,2011-10-20 10:38:47.710000000
1184341,1333,T4N 5E2,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184343,1334,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184345,10559,T0M 1R0,Canada,Alberta,Penhold,,,2011-10-20 10:38:47.710000000
1184347,8300,T4E 1C1,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184349,10433,T0J 0G0,Canada,Alberta,Big Valley,,,2011-10-20 10:38:47.710000000
1184351,1336,T0J 0Y0,Canada,Alberta,Drumheller,,,2011-10-20 10:38:47.710000000
1184353,11251,T0J 2Y0,Canada,Alberta,Rumsey,,,2011-10-20 10:38:47.710000000
1184355,1337,T0M 0V0,Canada,Alberta,Delburne,,,2011-10-20 10:38:47.710000000
1184357,1338,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184359,10176,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184361,11252,T2Z 4T1,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1184363,1339,T4N 5G1,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184365,1340,T4N 5G1,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184367,11253,T4N 5G1,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184369,1341,T4E 1B8,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184371,1342,T4E 1B8,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184373,1343,T4E 1B8,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184375,8711,T4E 1B8,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184377,11254,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184379,1344,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184381,1345,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184383,8899,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184385,1346,T0M 0V0,Canada,Alberta,Delburne,,,2011-10-20 10:38:47.710000000
1184387,11255,T0M 0V0,Canada,Alberta,Delburne,,,2011-10-20 10:38:47.710000000
1184389,11477,T0M 0V0,Canada,Alberta,Delburne,,,2011-10-20 10:38:47.710000000
1184391,1347,T0M 0V0,Canada,Alberta,Delburne,,,2011-10-20 10:38:47.710000000
1184393,1348,T4E 1B8,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184395,11256,T0J 3G0,Canada,Alberta,Standard,,,2011-10-20 10:38:47.710000000
1184397,8830,T1X 1K5,Canada,Alberta,Chestermere,,,2011-10-20 10:38:47.710000000
1184399,1350,T0J 1Y0,Canada,Alberta,Lyalta,,,2011-10-20 10:38:47.710000000
1184401,1352,T4J 1R1,Canada,Alberta,Ponoka,,,2011-10-20 10:38:47.710000000
1184403,11257,T4L 2N2,Canada,Alberta,Lacombe,,,2011-10-20 10:38:47.710000000
1184405,10445,T0N 0J0,Canada,Alberta,Blackfalds,,,2011-10-20 10:38:47.710000000
1184407,1353,T0M 0J0,Canada,Alberta,Blackfalds,,,2011-10-20 10:38:47.710000000
1184409,10547,T9A 1W9,Canada,Alberta,Wetaskiwin,,,2011-10-20 10:38:47.710000000
1184411,1354,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184413,1355,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184415,8831,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184417,1356,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184419,11258,T4G 1T9,Canada,Alberta,,,,2011-10-20 10:38:47.710000000
1184421,11259,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184423,1357,T0J 0Y0,Canada,Alberta,Drumheller,,,2011-10-20 10:38:47.710000000
1184425,1358,T0J 0Y0,Canada,Alberta,Drumheller,,,2011-10-20 10:38:47.710000000
1184427,1359,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184429,1360,T0J 2Y0,Canada,Alberta,Rumsey,,,2011-10-20 10:38:47.710000000
1184431,8832,T0J 0G0,Canada,Alberta,Big Valley,,,2011-10-20 10:38:47.710000000
1184433,11260,T0J 2Y0,Canada,Alberta,Rumsey,,,2011-10-20 10:38:47.710000000
1184437,1362,T0M 2Z0,Canada,Alberta,Trochu,,,2011-10-20 10:38:47.710000000
1184439,1363,T0M 2Z0,Canada,Alberta,Trochu,,,2011-10-20 10:38:47.710000000
1184441,11261,T0M 0Y0,Canada,Alberta,Elnora,,,2011-10-20 10:38:47.710000000
1184443,1364,T0M 2B0,Canada,Alberta,Torrington,,,2011-10-20 10:38:47.710000000
1184445,11478,T0J 0M0,Canada,Alberta,Carseland,,,2011-10-20 10:38:47.710000000
1184447,11262,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184449,1365,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184451,1366,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184453,1367,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184455,1368,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184457,8856,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184459,1369,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184461,1370,T0M 0L0,Canada,Alberta,Carbon,,,2011-10-20 10:38:47.710000000
1184463,1371,T1P 1K1,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184465,10409,,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184467,1372,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184469,1408,,Canada,Alberta,,,,2011-10-20 10:38:47.710000000
1184471,1409,T1P 1B2,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184473,10569,T4G 1T9,Canada,Alberta,Innisfall,,,2011-10-20 10:38:47.710000000
1184475,8717,T4L 2N2,Canada,Alberta,Lacombe,,,2011-10-20 10:38:47.710000000
1184477,11264,T4J 1S1,Canada,Alberta,Ponoka,,,2011-10-20 10:38:47.710000000
1184479,1410,T4J 1S1,Canada,Alberta,Ponoka,,,2011-10-20 10:38:47.710000000
1184481,11265,T0J 0M0,Canada,Alberta,Carseland,,,2011-10-20 10:38:47.710000000
1184483,1411,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184485,8945,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184487,8901,T1P 1K3,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184489,8713,T2G 3W1,Canada,Alberta,Calgary,,,2011-10-20 10:38:47.710000000
1184491,1412,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184493,1413,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184495,1414,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184497,1415,T1P 1K3,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184499,1416,T0J 0M0,Canada,Alberta,Carseland,,,2011-10-20 10:38:47.710000000
1184501,1417,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184503,11267,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184505,11360,T0J 2Y0,Canada,Alberta,Rumsey,,,2011-10-20 10:38:47.710000000
1184507,857,T0J 2Y0,Canada,Alberta,Rumsey,,,2011-10-20 10:38:47.710000000
1184509,8548,T0J 2Y0,Canada,Alberta,Rumsey,,,2011-10-20 10:38:47.710000000
1184511,11268,T0M 2A0,Canada,Alberta,Three Hills,,,2011-10-20 10:38:47.710000000
1184513,836,T4E 1B8,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184515,11358,T4E 1B8,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184517,837,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184519,838,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184521,11269,T4R 2M2,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184523,839,T4N 5G1,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184525,840,T4N 5X2,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184527,841,T0J 0S0,Canada,Alberta,Cluny,,,2011-10-20 10:38:47.710000000
1184529,8549,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184531,11270,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184533,842,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184535,843,T1P 1J6,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184537,844,T1P 1K2,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184539,845,T1P K2,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184541,11359,T0M 2C0,Canada,Alberta,Trochu,,,2011-10-20 10:38:47.710000000
1184543,11271,T0J 0M0,Canada,Alberta,Carseland,,,2011-10-20 10:38:47.710000000
1184545,846,T0J 3H0,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184547,847,T0M 2A0,Canada,Alberta,Three Hills,,,2011-10-20 10:38:47.710000000
1184549,8550,T1P 1K5,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184551,848,T0J 0Y0,Canada,Alberta,Drumheller,,,2011-10-20 10:38:47.710000000
1184553,849,T1P 1K1,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184555,11272,T1P 1K1,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184557,8888,T0J 3H0,Canada,Alberta,Strathmore,,,2011-10-20 10:38:47.710000000
1184559,850,T0J 0M0,Canada,Alberta,Carseland,,,2011-10-20 10:38:47.710000000
1184561,851,T0M 0Y0,Canada,Alberta,Elnora,,,2011-10-20 10:38:47.710000000
1184563,852,T0M 2A0,Canada,Alberta,Three Hills,,,2011-10-20 10:38:47.710000000
1184565,853,T4H 1P2,Canada,Alberta,Okotoks,,,2011-10-20 10:38:47.710000000
1184567,8721,T1R 1B3,Canada,Alberta,Brooks,,,2011-10-20 10:38:47.710000000
1184569,8551,T0J 0G0,Canada,Alberta,Big Valley,,,2011-10-20 10:38:47.710000000
1184571,11273,T0M 2A0,Canada,Alberta,Three Hills,,,2011-10-20 10:38:47.710000000
1184573,854,T0L 0J0,Canada,Alberta,Blackie,,,2011-10-20 10:38:47.710000000
1184575,855,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184577,856,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184579,11274,T4N 5E3,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
1184581,858,T4N 5E3,Canada,Alberta,Red Deer Co,,,2011-10-20 10:38:47.710000000
1184583,859,T4E 1B8,Canada,Alberta,Red Deer,,,2011-10-20 10:38:47.710000000
