WQUAL_DETAILS_ID,WELL_TEST_ID,LAB_SAMPLE_NUMBER,LAB_NAME,LAB_LOCATION,RECEIVED_DATE,SAMPLING_LOCATION_DESC,WATER_SAMPLE_COMMENTS,CREATE_TIMESTAMP,CREATE_USERID
1182135,3634,L548341-3,ALS Environmental,Calgary,,SW-11-017-27-W4M,Main pump house,2011-10-20 10:38:47.710000000,CONVERSION
1182139,3741,572495-1,Bodycote Testing Group,Calgary,2007-09-10,NW-04-034-23-W4M,Tap inside pump house,2011-10-20 10:38:47.710000000,CONVERSION
1182143,5817,806398,AGAT Laboratories,,2007-09-27,SE-36-037-20-W4M,Tap on south side of vacant house,2011-10-20 10:38:47.710000000,CONVERSION
1182147,9818,805785,AGAT Laboratories,,2007-09-27,NW-36-044-27-W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1182155,3913,797776,AGAT Laboratories,,2007-09-18,SW-14-039-26-W4M,Tap inside quonset,2011-10-20 10:38:47.710000000,CONVERSION
1182159,4109,I15482,Maxxam Analytics,Calgary,2007-11-27,SE-06-042-25-W4M,Tap on north side of house,2011-10-20 10:38:47.710000000,CONVERSION
1182163,9708,I15507,Maxxam Analytics,Calgary,2007-11-27,SE-06-042-25-W4M,Tap on S side of House,2011-10-20 10:38:47.710000000,CONVERSION
1182167,10610,841385,AGAT Laboratories,,2007-11-07,SW-35-037-26-W4M,Tap on north side of house,2011-10-20 10:38:47.710000000,CONVERSION
1182171,3500,823564,AGAT Laboratories,,2007-10-17,NE-35-045-22-W4M,Top of well casing,2011-10-20 10:38:47.710000000,CONVERSION
1182175,8604,I19350,Maxxam Analytics,Calgary,2007-11-28,SW-21-045-22-W4M,hose in shed by cattle barn,2011-10-20 10:38:47.710000000,CONVERSION
1182179,9819,I19259,Maxxam Analytics,Calgary,2007-11-28,NE-24-044-21-W4M,Tap on west side of house,2011-10-20 10:38:47.710000000,CONVERSION
1182183,3994,I28102,Maxxam Analytics,Calgary,2007-12-07,NW-27-046-23-W4M,Tap on north side of tack shop,2011-10-20 10:38:47.710000000,CONVERSION
1182187,9820,I28101,Maxxam Analytics,Calgary,2007-12-06,NE-28-046-23-W4M,Hydrant,2011-10-20 10:38:47.710000000,CONVERSION
1182191,4534,I19392,Maxxam Analytics,Calgary,2007-11-30,NE-22-045-22-W4M,Tap on east side of son's house,2011-10-20 10:38:47.710000000,CONVERSION
1182195,4535,840071,AGAT Laboratories,,2007-11-02,NW-15-035-20-W4M,At hydrant,2011-10-20 10:38:47.710000000,CONVERSION
1182199,10611,872074,AGAT Laboratories,,2007-12-15,NE-09-042-25-W4M,Tap at pressure tank,2011-10-20 10:38:47.710000000,CONVERSION
1182203,6048,873704,AGAT Laboratories,,2007-12-14,NW-16-044-22-W4M,Tap on east side of house,2011-10-20 10:38:47.710000000,CONVERSION
1182207,6140,872075,AGAT Laboratories,,2007-12-15,NE-09-042-25-W4M,Tap at pressure tank,2011-10-20 10:38:47.710000000,CONVERSION
1182211,6049,879377,AGAT Laboratories,,2008-01-05,NW-36-039-25-W4M,Tap at pressure tank,2011-10-20 10:38:47.710000000,CONVERSION
1182215,12419,878242,AGAT Laboratories,,2007-12-28,SW-25-039-25-W4M,Well head prior to tank,2011-10-20 10:38:47.710000000,CONVERSION
1182219,5831,878243,AGAT Laboratories,,2007-12-28,SW-33-38-25-W4M,Tap on east side of house,2011-10-20 10:38:47.710000000,CONVERSION
1182223,5832,878241,AGAT Laboratories,,2007-12-28,NW-36-039-25-W4M,Tap on south side of house,2011-10-20 10:38:47.710000000,CONVERSION
1182227,3914,I43852,Maxxam Analytics,Calgary,2007-12-20,NE-04-039-21-W4M,Tap at pressure tank,2011-10-20 10:38:47.710000000,CONVERSION
1182231,3915,I43965,Maxxam Analytics,Calgary,2007-12-20,SW-08-039-20-W4M,Hydrant south of house,2011-10-20 10:38:47.710000000,CONVERSION
1182235,7581,I44063,Maxxam Analytics,Calgary,2007-12-20,NE-07-039-21-W4M,At hydrant,2011-10-20 10:38:47.710000000,CONVERSION
1182239,6574,I43984,Maxxam Analytics,Calgary,2007-12-20,SW-07-039-20-W4M,Tap on west side of office,2011-10-20 10:38:47.710000000,CONVERSION
1182243,6575,I43908,Maxxam Analytics,Calgary,2007-12-20,NE-17-039-21-W4M,At hydrant,2011-10-20 10:38:47.710000000,CONVERSION
1182247,6050,I43878,Maxxam Analytics,Calgary,2007-12-20,NE-17-039-21-W4M,Tap in bathroom in old house,2011-10-20 10:38:47.710000000,CONVERSION
1182251,3501,842977,AGAT Laboratories,,2007-11-10,SE-23-036-27-W4M,Tap on north side of house,2011-10-20 10:38:47.710000000,CONVERSION
1182255,6051,870420,AGAT Laboratories,,2007-12-13,,At hydrant,2011-10-20 10:38:47.710000000,CONVERSION
1182259,3742,870419,AGAT Laboratories,,2007-12-12,,At hydrant,2011-10-20 10:38:47.710000000,CONVERSION
1182263,6052,I50380,Maxxam Analytics,Calgary,2008-01-04,Tap on south side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182267,5623,I50270,Maxxam Analytics,Calgary,2008-01-04,At hydrant,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182271,8605,I50434,Maxxam Analytics,Calgary,2008-01-04,Tap on pressure tank,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182275,12420,I50314,Maxxam Analytics,Calgary,2007-01-04,Tap on east side of house,Tap on east side of house,2011-10-20 10:38:47.710000000,CONVERSION
1182279,6141,596330-1,Bodycote Testing Group,Calgary,2008-01-13,At hydrant,Reverse osmosis water treatment system was bypassed for test,2011-10-20 10:38:47.710000000,CONVERSION
1182283,4536,I50261,Maxxam Analytics,Calgary,2008-01-04,NW-03-039-21-W4M,Tap inside north house,2011-10-20 10:38:47.710000000,CONVERSION
1182287,7582,I50263,Maxxam Analytics,Calgary,2008-01-04,NW-01-039-21-W4M,Tap on east side of house,2011-10-20 10:38:47.710000000,CONVERSION
1182291,6142,I50437,Maxxam Analytics,Calgary,2008-01-04,At well head,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182295,5818,I63120,Maxxam Analytics,Calgary,2008-01-18,Tap on east side of house,Water softener and iron water treatment systems bypassed for test,2011-10-20 10:38:47.710000000,CONVERSION
1182299,5833,I56838,Maxxam Analytics,Calgary,2008-01-13,Tap on pressure tank,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182303,8606,596325-1,Bodycote Testing Group,Calgary,2008-01-13,Tap at pressure tank,"Iron removal treatment system, which was bypassed for sampling",2011-10-20 10:38:47.710000000,CONVERSION
1182307,3743,596325-2,Bodycote Testing Group,Calgary,2008-01-13,Tap at pressure tank,Iron water treatment system was bypassed for test,2011-10-20 10:38:47.710000000,CONVERSION
1182311,12421,I60337,Maxxam Analytics,Calgary,2008-01-17,Tap on south side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182315,3995,I60344,Maxxam Analytics,Calgary,2008-01-17,Tap on east side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182319,3996,I63200,Maxxam Analytics,Calgary,2008-01-18,Tap on east side of house,Water softener and iron filter water treatment systems bypassed for test,2011-10-20 10:38:47.710000000,CONVERSION
1182323,4376,I50271,Maxxam Analytics,Calgary,2007-01-04,Tap on north side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1182327,3744,889979,AGAT Laboratories,Calgary,2008-01-26,Tap on east side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182331,3938,889957,AGAT Laboratories,Calgary,2008-01-26,Tap on east side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182335,4377,596325-3,Bodycote Testing Group,Calgary,2008-01-13,Tap at pressure tank,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182339,6143,I56818,Maxxam Analytics,Calgary,2008-01-13,At hydrant,Iron water treatment system was bypassed for test,2011-10-20 10:38:47.710000000,CONVERSION
1182343,5819,I60274,Maxxam Analytics,Calgary,2008-01-17,At hydrant,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182347,9379,L597376-1,ALS Environmental,Calgary,2008-01-26,Casing house that feeds into cistern,Cistern was bypassed for test,2011-10-20 10:38:47.710000000,CONVERSION
1182351,3997,896248,AGAT Laboratories,Calgary,2008-02-08,Tap on south side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182355,9380,889981,AGAT Laboratories,Calgary,2008-12-24,Tap on north side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182359,9381,889953,AGAT Laboratories,Calgary,2008-01-26,Tap on south side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182363,7000,889980,AGAT Laboratories,Calgary,2008-12-24,At hydrant,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182367,6053,I84004,Maxxam Analytics,Calgary,2008-02-11,Tap on south side of barn,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182371,3502,I84021,Maxxam Analytics,Calgary,2008-02-11,Tap at pressure tank,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182375,6144,I78529,Maxxam Analytics,Calgary,2008-02-07,SE-17-035-21-W4M,Tap in pit,2011-10-20 10:38:47.710000000,CONVERSION
1182379,4430,901364,AGAT Laboratories,Calgary,2008-02-19,Tap on north side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182383,8607,901373,AGAT Laboratories,Calgary,2008-02-19,At hydrant,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182387,9382,901387,AGAT Laboratories,Calgary,2008-02-19,Tap on west side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182391,6054,901413,AGAT Laboratories,Calgary,2008-02-19,Tap on south side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1182395,8608,901410,AGAT Laboratories,Calgary,2008-02-19,At hydrant,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182399,10361,901411,AGAT Laboratories,Calgary,2008-02-19,At well head,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182403,7205,901402,AGAT Laboratories,Calgary,2008-02-19,Tap at pressure tank,Water treatment system bypassed for test,2011-10-20 10:38:47.710000000,CONVERSION
1182407,3745,901404,AGAT Laboratories,Calgary,2008-02-11,Tap at pressure tank,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182411,10362,I83860,Maxxam Analytics,Calgary,2008-02-11,Tap at pressure tank in shed,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182415,7001,F66735,Maxxam Analytics,Calgary,,11-19-34-19-W4M,Tap on north side of house,2011-10-20 10:38:47.710000000,CONVERSION
1182419,3939,,Maxxam Analytics,Calgary,,,,2011-10-20 10:38:47.710000000,CONVERSION
1182423,3916,L511847-1,ALS Environmental,Calgary,,,Tap on north side of house,2011-10-20 10:38:47.710000000,CONVERSION
1182427,7002,D38567,Maxxam Analytics,Calgary,,,,2011-10-20 10:38:47.710000000,CONVERSION
1182431,5834,E59281,Maxxam Analytics,Calgary,,SW-28-41-24 W4M,Kitchen faucet,2011-10-20 10:38:47.710000000,CONVERSION
1182435,10612,C67045,Maxxam Analytics,Calgary,,SE-21-45-26-W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1182439,6055,E38823,Maxxam Analytics,Calgary,,NW-36-43-21 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1182443,10363,L646883-1,ALS Environmental,Calgary,2008-06-24,end of discharge hose off pressure tank T valve in workshop,,2011-10-20 10:38:47.710000000,CONVERSION
1182447,8609,L647623-1,ALS Environmental,Calgary,2008-06-25,Pond near culvert off road,None,2011-10-20 10:38:47.710000000,CONVERSION
1182451,9383,L646814-1,ALS Environmental,Calgary,2008-06-24,End of discharge hose off tap on south side of house,None,2011-10-20 10:38:47.710000000,CONVERSION
1182455,9384,L646883-2,ALS Environmental,Calgary,2008-06-24,end of discharge hose off T valve in workshop,,2011-10-20 10:38:47.710000000,CONVERSION
1182459,3503,L647619-1,ALS Environmental,Calgary,2008-06-25,End of discharge hose off hydrant by barn,None,2011-10-20 10:38:47.710000000,CONVERSION
1182463,6145,L646057-1,ALS Environmental,Calgary,2008-06-23,end of discharge hose off tap on west side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1182467,10613,L646066-1,ALS Environmental,Calgary,2008-06-23,cattle trough west of pit,,2011-10-20 10:38:47.710000000,CONVERSION
1182471,3746,L644936-1,ALS Environmental,Calgary,2008-06-19,End of discharge hose off tap on P tank tee in pit,None,2011-10-20 10:38:47.710000000,CONVERSION
1182475,10614,L644276-1,ALS Environmental,Calgary,2008-06-18,End of discharge hose off tap on south side of house,None,2011-10-20 10:38:47.710000000,CONVERSION
1182479,6056,J87037,Maxxam Analytics,Calgary,,NW-18-038-19-W4M,Tap on north side of house,2011-10-20 10:38:47.710000000,CONVERSION
1182483,3504,J92033,Maxxam Analytics,Calgary,2008-05-22,At hydrant,Iron filter and reverse osmosis water treatment bypassed for test,2011-10-20 10:38:47.710000000,CONVERSION
1182487,5820,L643543-1,ALS Environmental,Calgary,2008-06-17,End of discharge hose off tap on east side of pump house,,2011-10-20 10:38:47.710000000,CONVERSION
1182491,4986,L644037-1,ALS Environmental,Calgary,2008-06-18,end of discharge hose off 1inch line off hydrant in center of back yard,,2011-10-20 10:38:47.710000000,CONVERSION
1182495,8610,L646066-2,ALS Environmental,Calgary,2008-06-23,end of discharge hose off 1inch line off hydrant southeast of house,,2011-10-20 10:38:47.710000000,CONVERSION
1182499,5835,L645712-1,ALS Environmental,Calgary,2008-06-22,end of discharge hose off 1inch line off water tap on north side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1182503,10364,K12831,Maxxam Analytics,Edmonton,2008-06-06,SW-32-039-26-W4M,Tap on east side of house. Water softener and reverse osmosis water treatment systems bypassed for test.,2011-10-20 10:38:47.710000000,CONVERSION
1182507,4431,L642650-1,ALS Environmental,Calgary,2008-06-16,end of discharge hose off 1inch line from tap on north side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1182511,4378,L642303-1,ALS Environmental,Calgary,2008-06-14,end of discharge hose off 1inch line off tap on west side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1182515,7003,L642038-2,ALS Environmental,Calgary,,end of dicscharge hose off 1inch line off hydrant,,2011-10-20 10:38:47.710000000,CONVERSION
1182519,9385,L642038-1,ALS Environmental,Calgary,2008-06-13,end of discharge hose off 1/2 - 1 inch line off tank T in barn,,2011-10-20 10:38:47.710000000,CONVERSION
1182523,4537,L641062-2,ALS Environmental,Calgary,2008-11-06,End of discharge hose off 1inch line off facet on north side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1182527,8611,L641062-4,ALS Environmental,Calgary,2008-11-06,End of discharge hose off 1inch line from well head,,2011-10-20 10:38:47.710000000,CONVERSION
1182531,6057,L641062-1,ALS Environmental,Calgary,2008-11-06,end of discharge hose off 1inch line from facet on west side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1182535,4538,L640118-1,ALS Environmental,Calgary,2008-10-06,end of discharge hose off 1inch line from a hydrant.,,2011-10-20 10:38:47.710000000,CONVERSION
1182539,10615,L646814-2,ALS Environmental,Calgary,2008-06-24,End of discharge hose off hydrant behind shop,None,2011-10-20 10:38:47.710000000,CONVERSION
1182543,7583,L644275-1,ALS Environmental,Calgary,2008-06-18,End of discharge hose off 1inch line from old waterer hose,None,2011-10-20 10:38:47.710000000,CONVERSION
1182547,9386,L644934-1,ALS Environmental,Calgary,2008-06-18,End of discharge hose off tap on east side of house,None,2011-10-20 10:38:47.710000000,CONVERSION
1182551,5624,J85428,Maxxam Analytics,Edmonton,2008-05-15,SE-26-037-27-W4M,Tap on north of house. Chlorine water treatment system bypassed for test,2011-10-20 10:38:47.710000000,CONVERSION
1182555,3917,L647623-2,ALS Environmental,Calgary,2008-06-25,End of discharge hose off pressure tank T-valve,None,2011-10-20 10:38:47.710000000,CONVERSION
1182559,4110,L632364-1,ALS Environmental,Calgary,2008-05-22,End of discharge hose off 1inch line from pump,None,2011-10-20 10:38:47.710000000,CONVERSION
1182563,7206,L633414-1,ALS Environmental,Calgary,2008-05-26,End of discharge hose off 1inch line form pump,None,2011-10-20 10:38:47.710000000,CONVERSION
1182567,7004,L632888-1,ALS Environmental,Calgary,2008-05-23,End of discharge hose off 1inch line from pump,None,2011-10-20 10:38:47.710000000,CONVERSION
1182571,4111,L636512-1,ALS Environmental,Calgary,2008-02-06,hose off 1inch line from pump to top of casing,,2011-10-20 10:38:47.710000000,CONVERSION
1182575,7584,K12833,Maxxam Analytics,Edmonton,2008-06-06,SW-31-039-26-W4M,Tap on E side of house,2011-10-20 10:38:47.710000000,CONVERSION
1182579,7005,K12835,Maxxam Analytics,Edmonton,2008-06-06,SW-31-039-26-W4M,Pump jack,2011-10-20 10:38:47.710000000,CONVERSION
1182583,6146,L637890-1,ALS Environmental,Calgary,2008-04-06,Hose off 1inch line from tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1182587,6147,K12834,Maxxam Analytics,Edmonton,2008-06-06,SW-31-039-26-W4M,Pump house pipe,2011-10-20 10:38:47.710000000,CONVERSION
1182591,5625,L637216-1,ALS Environmental,Calgary,2008-03-06,End of discharge hose off 1inch line from submersible pump,None,2011-10-20 10:38:47.710000000,CONVERSION
1182595,4432,L639708-1,ALS Environmental,Calgary,2008-09-06,End of discharge hose off 1inch line from tank tee,None,2011-10-20 10:38:47.710000000,CONVERSION
1182599,10365,L651404-1,ALS Environmental,Calgary,2008-04-07,End of discharge hose off pressure tank T-valve,None,2011-10-20 10:38:47.710000000,CONVERSION
1182603,3940,L642127-1,ALS Environmental,Calgary,2008-06-13,End of discharge hose off 1inch line from tank-T,None,2011-10-20 10:38:47.710000000,CONVERSION
1182607,7006,L642715-1,ALS Environmental,Calgary,2008-06-16,End of discharge hose off sediment valve on west side of house,None,2011-10-20 10:38:47.710000000,CONVERSION
1182611,5836,L643504-2,ALS Environmental,Calgary,2008-06-17,End of dischargehose off tap on east side of house,None,2011-10-20 10:38:47.710000000,CONVERSION
1182615,4379,L631194-1,ALS Environmental,Calgary,2008-05-20,Hose off 1inch line from tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1182619,7007,L630554-1,ALS Environmental,Calgary,2008-05-16,End of discharge hose off 1inch line form pressure tank,,2011-10-20 10:38:47.710000000,CONVERSION
1182623,10616,L631208-1,ALS Environmental,Calgary,2008-05-20,End of discharge hose off hydrant,None,2011-10-20 10:38:47.710000000,CONVERSION
1182627,7585,L631207-1,ALS Environmental,Calgary,2008-05-20,End of discharge hose off 3/4inch line from well head,None,2011-10-20 10:38:47.710000000,CONVERSION
1182631,8612,L631679-1,ALS Environmental,Calgary,2008-05-20,End of Garden Hose off 1inch line from Tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1182635,5626,L627838-1,ALS Environmental,Calgary,2008-09-05,End of discharge hose off 1inch line from pump,,2011-10-20 10:38:47.710000000,CONVERSION
1182639,9387,L627838-2,ALS Environmental,Calgary,2008-09-05,End of discharge hose off 1inch line from submersible pump,,2011-10-20 10:38:47.710000000,CONVERSION
1182643,5837,L628282-3,ALS Environmental,Calgary,2008-12-05,End of discharge hose off 1inch line from well head,,2011-10-20 10:38:47.710000000,CONVERSION
1182647,5838,L628956-1,ALS Environmental,Calgary,2008-05-13,End of discharge hose off 1inch line from cistern outlet,,2011-10-20 10:38:47.710000000,CONVERSION
1182651,3998,K12836,Maxxam Analytics,Edmonton,2008-06-06,SW-16-038-26-W4M,Tap on E side of house,2011-10-20 10:38:47.710000000,CONVERSION
1182655,9709,L626931-2,ALS Environmental,Calgary,2008-07-05,End of discharge hose off 1inch line from well,,2011-10-20 10:38:47.710000000,CONVERSION
1182659,7755,L626931-1,ALS Environmental,Calgary,2008-07-05,End of discharge hose off 1inch line from well head,,2011-10-20 10:38:47.710000000,CONVERSION
1182663,6148,L623351-1,ALS Environmental,Calgary,2008-04-28,End of discharge hose off tap on east side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1182667,10617,L624127-1,ALS Environmental,Calgary,2008-04-30,End of discharge hose off tap in pumphouse,,2011-10-20 10:38:47.710000000,CONVERSION
1182671,5627,L621052-1,ALS Environmental,Calgary,2008-04-19,End of discharge hose of 1inch line in shop,,2011-10-20 10:38:47.710000000,CONVERSION
1182675,3747,L620082-1,ALS Environmental,Calgary,2008-04-16,End of discharge hose off 1inch line from pump,,2011-10-20 10:38:47.710000000,CONVERSION
1182679,4380,L618328-2,ALS Environmental,Calgary,2008-10-04,End of discharge hose off line on well head,,2011-10-20 10:38:47.710000000,CONVERSION
1182683,4112,L617894-1,ALS Environmental,Calgary,2008-09-04,End of discharge hose off 1/2inch line from pressure tank T-valve,,2011-10-20 10:38:47.710000000,CONVERSION
1182687,10366,L616858-1,ALS Environmental,Calgary,2008-07-04,End of discharge hose off well head,,2011-10-20 10:38:47.710000000,CONVERSION
1182691,3941,L616159-1,ALS Environmental,Calgary,2008-03-04,End of discharge hose off line on well head,,2011-10-20 10:38:47.710000000,CONVERSION
1182695,4113,L616457-1,ALS Environmental,Calgary,2008-04-04,End of discharge hose off well head,,2011-10-20 10:38:47.710000000,CONVERSION
1182699,6058,J74266,Maxxam Analytics,Edmonton,2008-05-02,SE-20-037-26-W4M,At hydrant,2011-10-20 10:38:47.710000000,CONVERSION
1182703,4433,L610454-1,ALS Environmental,Calgary,2008-03-14,End of discharge hose off 3/4inch line from cistern,,2011-10-20 10:38:47.710000000,CONVERSION
1182707,7008,L601072-1,ALS Environmental,Calgary,2008-11-02,End of discharge hose off line from pump,,2011-10-20 10:38:47.710000000,CONVERSION
1182711,7009,L600127-1,ALS Environmental,Calgary,2008-06-02,End of discharge hose off 3/4inch line in cistern,,2011-10-20 10:38:47.710000000,CONVERSION
1182715,5839,L600127-2,ALS Environmental,Calgary,2008-06-02,End of discharge hose off 3/4inch line in cistern,,2011-10-20 10:38:47.710000000,CONVERSION
1182719,5628,L600749-1,ALS Environmental,Calgary,2008-08-02,End of discharge hose off 1inch line in shop,,2011-10-20 10:38:47.710000000,CONVERSION
1182723,12422,L638864-4,ALS Environmental,Calgary,2008-06-06,Tap on east side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182727,5629,L638868-2,ALS Environmental,Calgary,2008-06-06,Tap on north side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182731,3505,L638864-3,ALS Environmental,Calgary,2008-06-06,Tap on east side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182735,7010,L638868-1,ALS Environmental,Calgary,2008-06-05,Tap on east side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182739,6059,L636017-4,ALS Environmental,Calgary,2008-05-30,At hydrant,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182743,6060,L636017-1,ALS Environmental,Calgary,2008-05-30,At hydrant,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182747,7011,623341-1,Bodycote Testing Group,Calgary,2008-06-05,Tap on north side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182751,7012,624054-1,Bodycote Testing Group,Calgary,2008-06-09,At hydrant,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182755,5840,624436-1,Bodycote Testing Group,Calgary,2008-06-09,At hydrant,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182759,3748,624437-1,Bodycote Testing Group,Calgary,2008-06-09,At hydrant,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182763,5630,K12832,Maxxam Analytics,Edmonton,2008-06-06,SW-32-039-26-W4M,At horse trough,2011-10-20 10:38:47.710000000,CONVERSION
1182767,4381,K12837,Maxxam Analytics,Edmonton,2008-06-06,SW-16-038-26-W4M,Tap on south side of house,2011-10-20 10:38:47.710000000,CONVERSION
1182771,7756,997703,AGAT Laboratories,Calgary,2008-06-18,At hydrant,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182775,7013,997613,AGAT Laboratories,Calgary,2008-06-18,At hydrant,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182779,4434,K33273,Maxxam Analytics,Edmonton,2008-06-20,NE-24-039-26 W4M,Tap on south side of house,2011-10-20 10:38:47.710000000,CONVERSION
1182783,3506,1039709,AGAT Laboratories,Calgary,2008-08-01,Tap at pressure tank,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1182787,10367,L657833-1,ALS Environmental,Calgary,2008-07-22,end of dischage hose off 1 line from tank T,,2011-10-20 10:38:47.710000000,CONVERSION
1182791,12423,L657862-2,ALS Environmental,Calgary,2008-07-18,Hose off waterline up from pump,,2011-10-20 10:38:47.710000000,CONVERSION
1182795,4987,L657862-1,ALS Environmental,Calgary,2008-07-18,Hose off water line from pump,,2011-10-20 10:38:47.710000000,CONVERSION
1182799,4435,L657271-1,ALS Environmental,Calgary,2008-07-17,End of discharge hose off well head,None,2011-10-20 10:38:47.710000000,CONVERSION
1182803,4382,L657271-2,ALS Environmental,Calgary,2008-07-17,End of discharge hose off line from well head,,2011-10-20 10:38:47.710000000,CONVERSION
1182807,5631,L657238-4,ALS Environmental,Calgary,2008-07-17,end of dischage hose off 1 line from tank T,,2011-10-20 10:38:47.710000000,CONVERSION
1182811,4114,L657238-1,ALS Environmental,Calgary,2008-07-17,end of dischage hose off 1 line from tank T,,2011-10-20 10:38:47.710000000,CONVERSION
1182815,3749,L656679-2,ALS Environmental,Calgary,2008-07-16,End of discharge hose off hydrant,,2011-10-20 10:38:47.710000000,CONVERSION
1182819,8613,L656679-1,ALS Environmental,Calgary,2008-07-16,End of discharge hose off pressure tank T-valve,,2011-10-20 10:38:47.710000000,CONVERSION
1182823,4436,L656673-1,ALS Environmental,Calgary,2008-07-16,Hose off tank tee to south of pumphouse,,2011-10-20 10:38:47.710000000,CONVERSION
1182827,7014,L656678-1,ALS Environmental,Calgary,2008-07-16,Hose off Hydrant west of house,,2011-10-20 10:38:47.710000000,CONVERSION
1182831,3507,L655990-1,ALS Environmental,Calgary,2008-07-15,end of dischage hose from tap in workshop,,2011-10-20 10:38:47.710000000,CONVERSION
1182835,12424,L655988-1,ALS Environmental,Calgary,2008-07-15,end of dischage hose from hydrant,,2011-10-20 10:38:47.710000000,CONVERSION
1182839,5632,L654754-1,ALS Environmental,Calgary,2008-11-07,End of discharge hose off tap on N side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1182843,8614,L654166-1,ALS Environmental,Calgary,2008-10-07,End of discharge hose off pressure tank T-valve,,2011-10-20 10:38:47.710000000,CONVERSION
1182847,5633,L654166-2,ALS Environmental,Calgary,2008-10-07,End of discharge hose off pressure tank T-valve,,2011-10-20 10:38:47.710000000,CONVERSION
1182851,3918,L654754-2,ALS Environmental,Calgary,2008-11-07,End of discharge hose off tap on north side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1182855,4115,L653925-1,ALS Environmental,Calgary,2008-10-07,end of discharge hose off 1 line from hydrant,,2011-10-20 10:38:47.710000000,CONVERSION
1182859,6061,L653445-1,ALS Environmental,Calgary,2008-09-07,end of discharge hose from hydrant,,2011-10-20 10:38:47.710000000,CONVERSION
1182863,3942,L653373-1,ALS Environmental,Calgary,2008-09-07,End of discharge hose off hydrant in barn,,2011-10-20 10:38:47.710000000,CONVERSION
1182867,6149,L653436-1,ALS Environmental,Calgary,2008-08-09,end of discharge hose off 1 line from hydrant,,2011-10-20 10:38:47.710000000,CONVERSION
1182871,3919,L652779-1,ALS Environmental,Calgary,2008-08-07,end of discharge hose off 1 line from tank T,,2011-10-20 10:38:47.710000000,CONVERSION
