FIELD_NOTES_ID,WELL_TEST_ID,COMMENT_CATEGORY,ODOUR_CAT,FIELD_NOTE_COMMENTS,CREATE_TIMESTAMP,CREATE_USERID,H2S_TESTED,MODEL_PREDICTION
1070381,1694,Yield Test,,"Strong organic odour. 
Difficulties maintaining constant pump rate. 
Pumping varied between 4.2 G.P.M (2 to 10min), 5.4 G.P.M (10 to 50 min) and 4.5 G.P.M. (50 min).
Testing stopped after 45 min. since pump began to draw air.",38:47.7,CONVERSION,0,1
1070847,420,Yield Test,,"Water cleared after approx. 5 min, but had a hint of yellow odour.  Artisan well - established flow rate of 9.0 IGM.  Unable to establish static level.  Pumped from irrigation pump in pumphouse with flow meter hooked into gas collector.  Atmospheric testing 20.8 oxygen.  Water meter start 00094.1 end: 00096.9.... Small bubbles in gas sampler, no gas, collected less than 30mL in one hour.",38:47.7,CONVERSION,0,1
1070879,1803,Yield Test,,"Initially the water was very dirty with coarse sediment in the gas separator.  As the test continued there was less sediment a sulphur odour and no gas.  By the end of the test there was no sediment and the water was clear.  Not practical to bypass pressure system. Datalogger used to measure water level, and flow control valve used to maintain constant flow rate from well.   ... no gas present",38:47.7,CONVERSION,0,1
1070893,1661,Yield Test,,"No water level measurements could be completed because water level meters could not fit in well.  Only water sample collected. Water is clear, a sulphur odour, but no gas.... no gas present",38:47.7,CONVERSION,0,1
1071057,755,Yield Test,,Well was not mouse proof.  Sounder had oily/musty odour on removal.,38:47.7,CONVERSION,0,1
1071349,7160,Yield Test,,The pump was a 2 HP 230V Submersible. There was no pressure tank on the system. The well was a 4 1/2 steel casing with a Snappy pitless adaptor.  A plastic cistern was part of the system. The water was pumped from a 2 line out of the well head to a 1 carlon to 3/4 pump out hose. No water level readings were taken because iron bacteria on the liner prevented the lowering of the sounder. The water was clean and clear with no odour or suspended solids.... No bubbles,38:47.7,CONVERSION,0,0
1071351,3140,Yield Test,,The pump is a 230V submersible.  The pressure tank is a V140 bladder. The well is a 6 5/8 steel casing with a 6 5/8' snappy pitless adaptor. The water was clear with no odour or sediment. ... No bubbles,38:47.7,CONVERSION,0,0
1071353,2457,Yield Test,,"At start-up, well was clean and clear, no odour, no bubbles. Well pumps at 44 L/min. Well is 6 plastic casing in shallow pit on SE of house. Submersible pump system pumped from outside tap. ... None.",38:47.7,CONVERSION,0,0
1071355,12338,Yield Test,,"At start up, water was slightly murky, no sediment, no bubbles, slight odour. Well is 5 9/16 steel casing with a well cap. No power generator used. 1/2 hp - 230 pump. Pumped well for 2 hrs and recovered. Well not used for unknown length of time.",38:47.7,CONVERSION,0,1
1071359,5036,Yield Test,,The pump is a 230V submersible. The pressure tank is a V100 Well Mate. The well is a 5 1/2 casing with a 5x1 snappy pitless adaptor.  The water was clear with no odour or sediment. There was a sediment valve used on the tank tee. The water softener on the system was bypassed.... No bubbles,38:47.7,CONVERSION,0,0
1071363,7919,Yield Test,,"At start up, water was clean and clear, no odor or bubbles. Well pumps at 30.0 L/min. Well is 5 9/16 steel casing with a well seal in a well pit. Well has a submersible pump. Pumped well for 2 hours and recovered. Pump well through hydrant at top of pit. Samples taken by Stantec. Red tape meter used.... no bubbles",38:47.7,CONVERSION,0,0
1071367,6383,Yield Test,,Well has a 6 steel casing. The well water was clean and clear with no odour. Pressure switch was clamped down during draw down.... No bubbles,38:47.7,CONVERSION,0,0
1071371,3023,Yield Test,,The pump was a 3/4 HP 230V Grundfos Submersible. The pressure tank was a V260 Bladder. The well was a 5 1/2 steel casing in a 5x1 Snappy Pitless liner. The water was clear with no odour and a trace of black particles. ... No bubbles,38:47.7,CONVERSION,0,0
1071373,4478,Yield Test,,"At start, water was orangy with sediment with a slight iron odour and no bubbles.  Well pumps at 78 L/min. Well is 5 9/16 steel casing with an aluminum well cap.  Three outlets were used to pump well. The pressure switch was clamped down. Samples were taken by Stantec. Red tape meter was used.... No bubbles",38:47.7,CONVERSION,0,1
1071377,7161,Yield Test,,The pump was a 3/4 HP 230V Submersible. The pressure tank was a WX-302 Well X-Trol. The well was a 7 steel casing in an 8 steel culvert. The water was clear with a slight sulphur odour and no sediment. The atmospheric testing was safe at all levels. The sounder got stuck between 41.080 m and 43.390 m and two readings were missed. Pit condition was good.... No bubbles,38:47.7,CONVERSION,0,1
1071379,7162,Yield Test,,"Slight sulphur odor with black murky sediment at start up . The water became more clear as the test continued, but still had the black sediment (Stantec). At start up water was clean with a slight sediment, no odor and no bubbles. Well pumps at 38 L/min. Well is 5 9/16 steel casing in a well pit. There is a submersible pump system. Samples taken by Stantec. Pumped well for 2 hours and recovered. Readings from top of casing, Pumped out through 2 outlets and taped down pressure switch using black electrical tape. Red water well tape measure.  ... No bubbles",38:47.7,CONVERSION,0,1
1071383,9235,Yield Test,,The pump was a 3/4 HP 230V Submersible. The well was a 5 1/2 steel casing in a 5x1 Snappy Pitless pit. The water was clean and clear with no sediment or odor. The valve beside the well was used. ... No,38:47.7,CONVERSION,0,0
1071487,525,Yield Test,,Water is clear with no odour and no sign of gas.... no gas present,38:47.7,CONVERSION,0,0
1071757,617,Yield Test,,Water was clean after 10 minutes and has a hydrogen sulphide odour.... No gas present.,38:47.7,CONVERSION,0,1
1071759,919,Yield Test,,"Water was clean and clear, and had a slight odour.... No gas present.",38:47.7,CONVERSION,0,1
1071761,220,Yield Test,,"water has h2s odour, water was clean.  ... no gas present",38:47.7,CONVERSION,0,1
1071769,336,Yield Test,,water has an H2S odour... no gas present,38:47.7,CONVERSION,0,1
1071775,178,Yield Test,,"water has an odour, water was turbid and black colored, gas bubbles in water, has samples collected... lots of bubbles",38:47.7,CONVERSION,0,1
1071777,618,Yield Test,,"water has a slight odour, water is clean and clear.  ... GAS PRESENT, BUT NOT ENOUGH TO SUBMIT FOR ANALYSIS",38:47.7,CONVERSION,0,1
1071781,1017,Yield Test,,Water was black at start got cleaner. Water had and hydrogen sulphide odour.... N/A,38:47.7,CONVERSION,0,1
1071791,2333,Yield Test,,"Water was clean and clear, has an hydrogen sulphide odour.... No gas.",38:47.7,CONVERSION,0,1
1071797,1018,Yield Test,,Water was clean and clear with a slight odour.... Gas present but not enough to sample.,38:47.7,CONVERSION,0,1
1071909,1876,Yield Test,,Landowner requested retesting of gas because of increase in gas and odour in water.,38:47.7,CONVERSION,1,1
1071915,1930,Yield Test,,No yield test done as the well casing was too fragile and cracked. A broken piece of the well casing was retrieved from the well. the test was stopped to prevent further damage to the well.  The pump was a 1/2 HP 230V submersible. The well was a 5 1/2 steel casing in a concrete pit. The pressure tank was a 30 Gallon Well Rite. The water was clear with no odour or sediment.  There was a softener and Reverse Osmosis system on the well. The well was pumped from a hydrant at the well and hydrant 30.5 m SW of house. No readings were taken. The well was pumped at 44.23 to 32.08 L/min.... No,38:47.7,CONVERSION,0,0
1072309,2044,Yield Test,,"On first attempt at pump test, ran out of water after 5-10 minutes with two taps on. Pump was worn out, but Schmidt had a pump.  At startup, water was a little murky, slight odour, no sediment, no bubbles. Well pumps at 24 L/min. Weill is 5 9/16 steel casing in a well pit in shed behind house/submersible pump system. Pumped well for 2 hours and recovered.  Readings were taken from the top of the pit.... water clean and clear",38:47.7,CONVERSION,0,1
1072311,5038,Yield Test,,6 5/8 steel housewell. Pumping clean and clear with no odour. Pumping out of one lawn tap with the pressure switch clamped down. ... No bubbles.,38:47.7,CONVERSION,0,0
1072419,10254,Yield Test,,"Aquifer test conducted by Darcy's Drilling Services Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1072435,5662,Yield Test,,Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater as clear with no odour or sediments. This is a new water well that is not hooked up yet; driller ran pump with a generator. Groundwater discharged from water well head.,38:47.7,CONVERSION,0,0
1072445,6728,Yield Test,,No aquifer test conducted by Alf's Drilling & Supplies Ltd. because this hydrogeological feature is a spring. Groundwater samples were collected. Driller reported groundwater as clear with no odour or gas present. Groundwater discharged from spring.,38:47.7,CONVERSION,0,0
1072451,12302,Yield Test,,No aquifer test conducted by M & M Drilling Co Ltd. Landowner requested that non-pumping water level and samples be collected only. Driller reported groundwater as rusty in colour with no odour and sediment present. Water level measured from top of casing.,38:47.7,CONVERSION,0,0
1072473,5671,Yield Test,,No aquifer test was conducted by MaJek Well Services Ltd. because landowner requested only samples be taken. Driller reported groundwater as clear with no odour or sediment present. Driller was unable to hook up hose for gas separator; no visual observation of gas being present was recorded. Groundwater discharged from kitchen tap.,38:47.7,CONVERSION,0,0
1072545,6349,Yield Test,,Aquifer test conducted by Warnke Drilling Ltd. Driller reported groundwater as 'clear with no odour and no gas present'. Groundwater discharged from water well head.,38:47.7,CONVERSION,0,0
1072549,8078,Yield Test,,Aquifer test conducted by M & M Drilling Co. Ltd. Driller reported groundwater as clear with a slight H2S odour and small black particles present. Water-level measurements taken from 2.90 metres above top of casing.,38:47.7,CONVERSION,0,1
1072649,825,Yield Test,,"Water had slight odour, well drew down to 35 metres which was below perferations, could not get any more draw down test.... very small bubbles, insufficient amount of gas for sampling.",38:47.7,CONVERSION,0,1
1072651,728,Yield Test,,"Well made 150 ml of gas in 1 min. Water had a sulfur type odour to it.... steady small bubbles, gas collected for compositional and isotopic analysis.",38:47.7,CONVERSION,0,1
1072665,89,Yield Test,,"Pump cycled during yield test, water was clear and odourless.... Insufficient amount of gas for sampling.",38:47.7,CONVERSION,0,0
1072673,873,Yield Test,,Water was clear and odourless.... no gas present.,38:47.7,CONVERSION,0,0
1072677,281,Yield Test,,Water was clear and odourless. Not feasable to by pass pressure system. Pump cycled off and on throughout test.... very little gas bubbles,38:47.7,CONVERSION,0,0
1072885,8116,Yield Test,,No aquifer test was performed by Alf's Drilling & Supplies Ltd. because this hydrogeological feature is a dugout. Driller reported dugout water as murky with a rotten-egg odor. No gas was reported present in dugout water. Water samples were collected from dugout.,38:47.7,CONVERSION,0,1
1072911,4366,Yield Test,,Aquifer test conducted by M & M Drilling Co. Ltd. Driller reported groundwater as 'clear with no odour or sediment present'. Groundwater discharged from tank tee. Landowner requested only an hour drawdown and recovery only if gas is not present.,38:47.7,CONVERSION,0,0
1072915,10249,Yield Test,,"Aquifer test conducted by WEBS Consulting Inc. Driller conducted initial pumping test at 27.24 litres/minute and water level reached pump intake after 7 minutes of pumping; test was repeated at 4.54 litres/minute. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from water well head.",38:47.7,CONVERSION,0,0
1072927,10404,Yield Test,,Aquifer test conducted by Lousana Water Wells (1987) Ltd. Driller reported groundwater as 'clean' with a 'slight odour of H2S'. Groundwater discharged from pressure tank.,38:47.7,CONVERSION,0,1
1072943,10920,Yield Test,,Aquifer test conducted by Lousana Water Wells (1987) Ltd. Driller reported groundwater as clean and clear with slight rotten egg odour. No sediment or gas was observed. Groundwater discharged from valve on pressure tank.,38:47.7,CONVERSION,0,1
1072951,8082,Yield Test,,"Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as 'murky at start' and 'black at 10 minutes', groundwater 'cleared up but [was] still murky by end of test'. Groundwater had 'rotten-egg' odour at the start of the test and no odour by the end. 'Manganese scale and small amount of sand' was present in groundwater but no gas was present. Groundwater discharged from water well head.",38:47.7,CONVERSION,0,1
1072965,10934,Yield Test,,Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater as clear with 'strong rotten egg odour' and 'a few black flakes of rust in a gallon' present. Gas was observed. Groundwater discharged from outside tap. Driller reported that cap is the wrong size (for 5.5' casing) and therefore sits on top of casing.,38:47.7,CONVERSION,0,1
1072967,8083,Yield Test,,"Aquifer test conducted by Alf's Drilling & Supplies Ltd. Driller put his own pump into holding tank, pumped and took measurements then after 2 hours of pumping, shut off pump and let holding tank recover. Driller reported groundwater as clear with no odour or sediment present. Groundwater discharged from driller's own pump.",38:47.7,CONVERSION,0,0
1072981,10260,Yield Test,,Aquifer test conducted by Lousana Water Wells (1987) Ltd. Driller reported groundwater as very black with a strong odor. Groundwater discharged from valve on pressure tank.,38:47.7,CONVERSION,0,1
1072995,5933,Yield Test,,"No aquifer test was conducted by MaJek Well Services Ltd. because landowner requested only samples be collected. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from tap in barn.",38:47.7,CONVERSION,0,0
1072999,5680,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. In order to keep pump running, groundwater discharged from outside tap and bathtub.",38:47.7,CONVERSION,0,0
1073003,7411,Yield Test,,"Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported 'well will pump dry if ran wide open, flowed well at 1 gpm so as not to run dry'. Groundwater pumped 'clear' with 'no odor' and no gas was reported present. Groundwater discharged from hydrant in water well pit. No pumping or recovery data were collected because the 1983 Gieck Water Well No. 9 and the 1984 Gieck Water Well No. 8 are connected to one pressure system.",38:47.7,CONVERSION,0,0
1073007,4316,Yield Test,,No aquifer test was conducted by WEBS Consulting Inc. Driller reported 'landowner opted for samples only'. Driller reported groundwater as clear with a slight odor. No gas was reported present in groundwater. Groundwater was discharged from kitchen tap.,38:47.7,CONVERSION,0,1
1073011,8117,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported 'well pumped clear with no odor'. Pump was cycling during pumping interval. Groundwater discharged from tap on pressure tank.,38:47.7,CONVERSION,0,0
1073017,6869,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported 'well pumped clear of sediment but had a bit of a yellow colour and no odor'. Driller reported groundwater discharged from hydrant in water well pit. No gas was reported present in groundwater.,38:47.7,CONVERSION,0,0
1073019,4317,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported 'well pumped clear but had some odor'. Groundwater discharged from tap on top of pressure tank pit. Casing is in pasture with no guard around it to keep livestock away from it.,38:47.7,CONVERSION,0,1
1073023,11063,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Inc. Driller reported 'well pumped clear'. Pump cycling during pumping interval. Groundwater had 'some odor' and 'a small trace of gas but not enough to sample'. Groundwater discharged from hydrant beside water well. No gas was reported present in groundwater. Recovery data was not recorded.,38:47.7,CONVERSION,0,1
1073055,5913,Yield Test,,Aquifer test conducted by Warnke Drilling Ltd. Driller reported groundwater as 'clear with a slight rotten-egg odor after pumping awhile'. Groundwater discharged from outside tap.,38:47.7,CONVERSION,0,1
1073213,5002,Other,,"spring equipped with flow pipe, water has sulphide odor",38:47.7,CONVERSION,0,1
1073493,2561,Yield Test,,"Water clear, no odour or bubbles at start up. At 16 minutes water went murky and rate dropped from 28 to 8 LPM. At 60 minutes water was clear again.",38:47.7,CONVERSION,0,0
1073501,4061,Yield Test,,"Able to bypass pressure system. Datalogger and flow control valve used to maintain constant flow rate from well.  ... strong sulphur odour, lots of gas",38:47.7,CONVERSION,1,1
1073601,2630,Yield Test,,"2 hours of pumping and 4 minutes of recovery.  Water was discoloured and had some odour, very high gas content.... strong odour, very high gas content, free gas collected for sampling (composition and isotope)",38:47.7,CONVERSION,0,1
1073603,2435,Yield Test,,"2 hr. pumping and 90 min. recovery, water has slight odour (rotten egg), yellow tint to wate.... has rotten egg odour, re-sampled for gas composition and isotope on 27-Jul-2006.",38:47.7,CONVERSION,0,1
1073717,1587,Yield Test,,"some gas, waer has slight H2S smell",38:47.7,CONVERSION,0,1
1073719,1097,Yield Test,,slight H2S odour and gas present... not enough gas to sample,38:47.7,CONVERSION,0,1
1073957,3438,Yield Test,,Water had H2S smell during yield test.,38:47.7,CONVERSION,0,1
1073961,10077,Yield Test,,Aquifer test conducted by Lousana Water Wells (1987) Ltd. Driller reported 'water had some rust flakes in it'. Groundwater discharged from line off pressure tank. Groundwater has an odor. Water level reached pump intake after 100 minutes of pumping.,38:47.7,CONVERSION,0,1
1073969,4368,Yield Test,,"Aquifer test conducted by Alf's Drilling & Supplies Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1073971,6851,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as 'clear with no odour, sediment or gas present'. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1073973,6027,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as 'clear with no odour, sediment or gas present'. Groundwater discharged from 'hydrant in pit'.",38:47.7,CONVERSION,0,0
1073985,7389,Yield Test,,Aquifer test conducted by Warnke Drilling Ltd. Drilled reported groundwater as clean and clear with no odour present. Groundwater discharged from water well head.,38:47.7,CONVERSION,0,0
1073989,8688,Yield Test,,Aquifer test conducted by MaJek Well Services Ltd. Landowner requested a ten-minute pumping and recovery update test. Driller reported groundwater as clear with 'some black sediments' and no odour or gas present. Groundwater discharged from bathtub and two sinks.,38:47.7,CONVERSION,0,0
1074001,7399,Yield Test,,No aquifer test was conducted by JAG & Sons Consulting Ltd. because driller was 'unable to access casing'. Driller reported groundwater as 'clear with no odour'. Groundwater discharged from 'tap on east side of house'.,38:47.7,CONVERSION,0,0
1074003,10936,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported groundwater as having a 'bit of sediment and odour' present. No gas was observed. Groundwater discharged from 'outside hose beside trailer accross road'.,38:47.7,CONVERSION,0,1
1074005,11056,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported groundwater as 'clear with no odor'. Groundwater discharged from tap in barn.,38:47.7,CONVERSION,0,0
1074009,12478,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported groundwater as 'clear with no odor'. Groundwater discharged from tap on water well house.,38:47.7,CONVERSION,0,0
1074011,5666,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported groundwater as having no odour but 'had a bit of sediment' present. No gas was observed by driller. Groundwater discharged from 'tap on north side of house'.,38:47.7,CONVERSION,0,0
1074013,6860,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported groundwater as having a 'bit of sediment and odour' present. No gas was observed. Groundwater discharged from 'water line for livestock waterer'.,38:47.7,CONVERSION,0,1
1074015,9859,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported 'probe could not go past 36.92 metres in well'. Water well is not used very much. Groundwater pumped black and smelled bad for 15 minutes then cleared up but still had some odor. No gas was observed in the groundwater.,38:47.7,CONVERSION,0,1
1074019,8700,Yield Test,,JAG & Sons Consulting Ltd. reported 'not able to access casing'. Groundwater pumped 'clear with no odor and no gas was observed'. Groundwater sample taken from tap on the west side of house.,38:47.7,CONVERSION,0,0
1074021,7400,Yield Test,,No aquifer test was conducted because JAG & Sons Consulting Ltd. was unable to keep the pump running. Driller reported that the pump 'kicked in and out every 10 seconds'. Driller reported groundwater as 'clear' with a 'bit of odour'. No gas was observed. Groundwater discharged from 'tap on east side of church'.,38:47.7,CONVERSION,0,1
1074023,6861,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported groundwater as 'clear with no odor'. Groundwater discharged from outside house tap on the south side of house.,38:47.7,CONVERSION,0,0
1074025,4893,Yield Test,,"Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported groundwater as 'clear with no odor and no gas present'. Driller reported that, after 15 minutes of pumping, unable to obtain accurate water-level measurements due to groundwater cascading in water well.",38:47.7,CONVERSION,0,0
1074029,10938,Yield Test,,Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as having a 'slight yellow tinge' and 'slight odour' with no sediment or gas present. Groundwater discharged from yard hydrant. Water level reached pump intake after 80 minutes of pumping.,38:47.7,CONVERSION,0,1
1074031,5667,Yield Test,,"No aquifer test was conducted by MaJek Well Services Ltd. because landowner requested that only samples be collected. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from kitchen tap.",38:47.7,CONVERSION,0,0
1074033,6463,Yield Test,,Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with no odour or sediment present. Driller reported 100cc of gas in groundwater after 25 seconds of pumping at 30 lpm. Groundwater discharged from tap on pressure tank. Landowner requested that water well be pumped for 40 minutes and recovered for 20 minutes.,38:47.7,CONVERSION,1,0
1074043,6748,Yield Test,,Aquifer test conducted by Mar-Wayne Water Well Drilling Services Ltd. Driller reported groundwater as clear with a medium rotten-egg odour. No sediment or gas was observed. Groundwater discharged from pressure tank.,38:47.7,CONVERSION,0,1
1074053,12489,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported groundwater as 'clear with no odor'. Groundwater sample taken from 5.1 cm line from water well house.,38:47.7,CONVERSION,0,0
1074057,6475,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with no odour, sediment or gas. Groundwater discharged from water well head (June 14, 2007).",38:47.7,CONVERSION,0,0
1074455,2942,Yield Test,,"Total Drawdown (m): 38.87 m 

COMMENTS:  Well water looks clear, some sediment produced during draw down.  Strong smell of H2S in water.... 500 ml collected",38:47.7,CONVERSION,0,1
1074717,6815,Yield Test,,Flow rate held constant at 10 LPM. Water was cloudy with trace sediment initially and cleared after 30 minutes of pumping. Sulphur odour. ... no gas present,38:47.7,CONVERSION,0,0
1074777,8534,Yield Test,,"Water was drawn from the tank at the southernmost pressure tank which was disconnected. Water was clear with no odor or sediment. Flow was unrestricted and there was plenty of gas in the water.  The well is located 250 m north of the house.... lots of gas, flammable",38:47.7,CONVERSION,1,0
1075017,2650,Yield Test,,"Owner requested gas test only. Schmidt Drilling completed a full test of the well in 2006 (results not available at the time of visit). Gas accumulation was minimal for the first hour of test and increased substantially thereafter, possibly due to large pressure tank.... strong sodium and sulphur smell",38:47.7,CONVERSION,1,1
1075245,6365,Yield Test,,"Could not measure water level as well is sealed with piston pump motor on top of well head.  Water quality and gas samples were collected and analyzed.... lots of gas, no odour",38:47.7,CONVERSION,1,0
1075335,2598,Yield Test,,"Well casing has a pressure cap that cannot be removed.  A 1/2 inch well probe was obtained
but there was insufficient weight to obtain a reliable static and drawdown.
A one hour outlet test was performed and samples obtained.
No static or drawdown due to inaccessibility of the well.
Discharge water was clean and clear with a slight sulfur odor.... not available",38:47.7,CONVERSION,0,0
1075461,3294,Yield Test,,"The well has not yet been tied in.  A house will be built on the property in the future.  A submersible pump was brought in to conduct the pumping test.  The pump intake was set at 51.8 m.  The well produced abundant gas.  The water smelled of sulphur, and was dark grey.... c/c, strong sulphur smell",38:47.7,CONVERSION,0,1
1075665,2093,Yield Test,,"Measured static level of water in well casing. Conducted 120 minute drawdown test using well probe and recorded results. Conducted outlet test simultaneously, using a calibrated pail and stopwatch and recorded results. Obtained well water sample at 100 minute mark of drawdown test. Turned off discharge and conducted recovery test for 60 minutes or when well recovered to >90%.
Residence located at top of a large hill.Well underwent a 2.1m drop and did not achieve 90% recovery in 60 minutes.

This well was tested by the same technician with the same equipment on May 17, 2006. Previous testing was associated with EOG CBM well 5-30-31-25 W4M. The static level, drawdown, and recovery were nearly identical during the two tests. At the time of the inital test the tech did not note an odor. Lab results were also consistent with the May 2006 testing, with the exception of the presence of coliforms in the December 2006 sample.... NONE",38:47.7,CONVERSION,0,0
1075809,2682,Yield Test,,"Drawdown was limited to one hour at landowner request, low production well.Measured static level of water in well casing. Conducted 60 minute drawdown test using well probe
and record results. Conducted outlet test simultaneously, using a calibrated pail and stopwatch and
recorded results. Obtained well water sample at 55 minute mark of drawdown test.
Turned off discharge and conducted recovery test for 60 minutes or when well recovered to >90%.
Water was amber to dark brown in colour, gas was present and an odour was noted. 
After an the 60 minute test there was approximately 2 of gas in the flow cell.
Gas in flow cell was flammable.
Additional tests required.... not available",38:47.7,CONVERSION,0,0
1075813,2140,Yield Test,,"Measured static level of water in well casing. Conducted 60 minute drawdown test using well probe and recorded results. Conducted outlet test simultaneously, using a calibrated pail and stopwatch and recorded results. Obtained well water sample at 55 minute mark of drawdown test. Turned off discharge and conducted recovery test for 60 minutes or when well recovered to >90%. Water was amber in odor. Carbonation was present as well as a slight odor.  Drawdown was limited to one hour at landowner request, low production well. Well water had slight smell, dark brown in color. Gas in flow cell lit on fire. Possible carbonation or gas, 2 inches (0.06m) gas in flow cell at end of an hour.  Post yield test consistent with pre test May 4, 2006.... see yield test comments",38:47.7,CONVERSION,0,0
1075815,7096,Yield Test,,"Drawdown limited to one hour at landowner request. Measured static level of water in well casing. Conducted 60 minute drawdown test using well probe and recorded results. Conducted outlet test simultaneously, using a calibrated pail and stopwatch and recorded results. Obtained well water sample at 55 minute mark of drawdown test.Turned off discharge and conducted recovery test for 60 minutes or when well recovered to >90%.No draw down - water level stayed the same throughout the test. Carbonated, brownish green color, abundant, sediment at the beginning of the test.
Approximately 14cm of air/gas in the flow cell, odour noted.... odoured carbonated sample",38:47.7,CONVERSION,0,0
1075825,8165,Yield Test,,"During the first minute of testing the water was dark brown and turbid.  It cleared within minutes to the point that only a few rust particulates were suspended in the produced water.  At approximately 30 minutes into the pumping test the pump sucked air and the water turned dark brown and then cleared again within a few minutes.  The water was odorless with no gas.  The pumping was stopped at 30 minutes, when the pump began sucking air.",38:47.7,CONVERSION,0,1
1076011,2613,Yield Test,,"No water level test done due to piston pump on well.  Gear oil on concrete near well head.... gas present, no odour",38:47.7,CONVERSION,1,0
1076743,3666,Yield Test,,"Lots of gas during flow test. Ratio started at 31.13 cm3/L at 7:40am, but changed to 26.62 cm3/L by 7:56am.... lots of gas, organic odour",38:47.7,CONVERSION,1,1
1077083,4056,Yield Test,,Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as clear with 'rotten egg' odour and 'black sand' present. Gas was observed; 1000 cc of gas accumulated after pumping 131.54 L of groundwater in 3.77 minutes. Groundwater discharged from pressure tank.,38:47.7,CONVERSION,1,1
1077095,5026,Yield Test,,Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as murky and brown with an 'almost rotten smell at start' that driller found hard to describe. Sediment was present and gas was not observed. Groundwater discharged from water well head. Driller used test pump to conduct test.,38:47.7,CONVERSION,0,1
1077103,4739,Yield Test,,"Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as clear with slight odour and small amount of manganese scale present. No gas was present, 'small amount of bubbles but no seperation' was observed. Groundwater discharged from water well head. Driller was 'unable to remove seal in shed' so he 'started test then removed seal'. First water-level reading was after 16 minutes of pumping.",38:47.7,CONVERSION,0,1
1077123,10038,Yield Test,,strong sulphide odor,38:47.7,CONVERSION,0,1
1077145,4420,Yield Test,,Aquifer test conducted by M & M Drilling Co. Ltd. Driller reported groundwater as 'rusty brown in color with black particles and no odour'.,38:47.7,CONVERSION,0,0
1077147,6010,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1077149,6712,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from line under waterer.",38:47.7,CONVERSION,0,0
1077153,7520,Yield Test,,"Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater as clear with no odour, sediments or gas present. Groundwater discharged from tap at pressure tank in pumphouse.",38:47.7,CONVERSION,0,0
1077155,6713,Yield Test,,"No aquifer test conducted by MaJek Well Services Ltd. because this hydrogeological feature is a flowing water well. Water well flowed for 10 minutes and groundwater samples were collected. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from water well head.",38:47.7,CONVERSION,0,0
1077159,4859,Yield Test,,"Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1077163,4860,Yield Test,,Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with no gas present. Landowner reported occasionally water well has a rotten-egg odour and sediment. Groundwater discharged from two outside taps.,38:47.7,CONVERSION,0,1
